created_at,"field1(Temperatura ºC )",field2(Humedad),field3(Voltage),"field4(WIFI RSSI)","field5(GSM RSSI)",field6(Light),"field7(RS485 Temperature ºC )","field8(RS485 Humidity)","field9(Presión atmosférica)","field10(RS485 Soil Moisture)","field11(External Light)","field12(PT100 Temperature)","field13(Wind Speed)","field14(Carbon Dioxide)","field15(RS485 Atmospheric Pressure)",status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2025-07-19T11:40:54-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T11:40:55-05:00,,,,-53,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T12:40:50-05:00,22.1588,50.8095,4.0256,,,156,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T12:40:55-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T12:41:06-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-19T13:40:50-05:00,22.1321,51.9951,4.0256,,,172.95,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T13:40:53-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-48;98:35:ed:24:44:77,-63;40:b0:76:af:1c:68,-72;58:9b:f9:58:cd:50,-74;98:35:ed:1e:e6:6d,-75",,X8A835VGS1A,,,
2025-07-19T13:40:55-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T13:41:07-05:00,,,,-76,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T14:40:50-05:00,21.9772,50.4768,4.0256,,,99.45,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T14:40:55-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T14:41:06-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-07-19T14:41:07-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-19T15:40:51-05:00,22.0893,51.931,4.0256,,,97.8,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T15:40:55-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T15:41:08-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-07-19T15:41:09-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-19T16:40:51-05:00,21.6648,50.0511,4.0219,,,52.35,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T16:40:55-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T16:41:09-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-07-19T16:41:10-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-19T17:40:51-05:00,21.9211,50.6172,4.0219,,,295.35,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T17:40:54-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-53;98:35:ed:24:44:77,-61;40:b0:76:af:1c:68,-70;58:9b:f9:58:cd:50,-72;d4:5d:64:ea:85:20,-76",,X8A835VGS1A,,,
2025-07-19T17:40:56-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T17:40:58-05:00,,,,-52,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T18:40:52-05:00,21.5232,50.338,4.0219,,,287.4,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T18:40:56-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T18:40:58-05:00,,,,-47,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T19:40:53-05:00,21.3123,50.0877,4.0219,,,281.1,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T19:40:57-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T19:40:58-05:00,,,,-73,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T20:40:54-05:00,21.2722,60.9812,4.0256,,,279.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T20:40:56-05:00,,,,-74,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T20:40:58-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T20:41:10-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-19T21:40:54-05:00,21.5526,49.8634,4.0219,,,321.15,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T21:40:57-05:00,,,,-73,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T21:40:59-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T22:40:55-05:00,21.8223,49.9504,4.0219,,,321.75,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T22:40:59-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T22:41:10-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-19T23:40:54-05:00,21.9905,55.8816,4.0219,,,282.6,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T23:40:57-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-61;98:35:ed:24:44:77,-65;d4:5d:64:ea:85:20,-71;e8:26:89:cd:2e:40,-75;40:b0:76:af:1c:68,-75",,X8A835VGS1A,,,
2025-07-19T23:40:59-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-19T23:41:01-05:00,,,,-60,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T00:40:54-05:00,21.7529,59.3942,4.0219,,,281.7,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T00:40:57-05:00,,,,-54,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T00:40:58-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T01:40:55-05:00,21.355,58.2589,4.0219,,,266.7,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T01:40:58-05:00,,,,-53,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T01:40:59-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T02:40:54-05:00,21.4405,54.1939,4.0219,,,268.35,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T02:40:57-05:00,,,,-53,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T02:40:58-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T03:40:54-05:00,21.2562,54.5037,4.0219,,,37.35,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T03:40:58-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T03:41:09-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-07-20T03:41:10-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-20T04:40:54-05:00,21.3123,54.0703,4.0219,,,35.25,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T04:40:57-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-53;98:35:ed:24:44:77,-60;58:9b:f9:58:cd:50,-70;40:b0:76:af:1c:68,-71;d4:5d:64:ea:85:20,-78",,X8A835VGS1A,,,
2025-07-20T04:40:59-05:00,,,,-54,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T05:40:54-05:00,21.566,52.2606,4.0219,,,282.9,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T05:40:58-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T05:41:00-05:00,,,,-73,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T06:40:55-05:00,22.0199,52.9885,4.0219,,,303.9,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T06:40:59-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T06:41:10-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-20T07:40:56-05:00,21.865,56.2905,4.0219,,,389.25,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T07:40:59-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-59;98:35:ed:24:44:77,-71;58:9b:f9:58:cd:50,-73;40:b0:76:af:1c:68,-74;98:35:ed:1e:e6:6d,-75",,X8A835VGS1A,,,
2025-07-20T07:41:00-05:00,,,,,,,,,102,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T07:41:06-05:00,,,,-59,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T08:40:56-05:00,21.4405,48.6091,4.0219,,,185.7,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T08:41:00-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T08:41:01-05:00,,,,-77,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T09:40:56-05:00,21.7235,50.3426,4.0219,,,239.85,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T09:41:00-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T09:41:11-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-07-20T09:41:12-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-20T10:40:57-05:00,21.7796,50.0313,4.0219,,,123.6,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T10:41:01-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T10:41:15-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-20T11:40:58-05:00,22.1187,49.427,4.0219,,,198.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T11:41:02-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T11:41:15-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-20T12:40:58-05:00,22.0333,50.7546,4.0219,,,103.2,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T12:41:02-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T12:41:15-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-07-20T12:41:16-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-20T13:40:59-05:00,21.9905,48.7327,4.0182,,,148.5,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T13:41:03-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T13:41:13-05:00,,,,-72,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T13:41:24-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-20T14:40:59-05:00,21.9638,49.1585,4.0182,,,170.1,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T14:41:03-05:00,,,,-79,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T14:41:04-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T14:41:18-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-20T15:40:59-05:00,22.1321,51.3085,4.0182,,,129.45,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T15:41:03-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T15:41:15-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-20T16:40:59-05:00,22.0466,49.3553,4.0182,,,342.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T16:41:03-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T16:41:17-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-20T17:40:59-05:00,21.7956,50.7927,4.0182,,,312.75,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T17:41:04-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T17:41:17-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-07-20T17:41:18-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-20T18:41:00-05:00,21.7662,47.4006,4.0182,,,313.35,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T18:41:04-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T18:41:18-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-07-20T18:41:19-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-20T19:41:01-05:00,22.3724,54.1009,4.0182,,,320.4,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T19:41:05-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T19:41:18-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-20T20:41:02-05:00,22.2763,53.7209,4.0182,,,314.55,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T20:41:06-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T20:41:07-05:00,,,,-61,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T20:41:17-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,503,,
2025-07-20T20:41:18-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-20T21:41:02-05:00,21.5393,52.7794,4.0182,,,51.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T21:41:06-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T21:41:17-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-07-20T21:41:19-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-20T22:41:02-05:00,21.5526,47.1397,4.0182,,,23.7,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T22:41:05-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-57;98:35:ed:24:44:77,-68;98:35:ed:1e:e6:6d,-76;40:b0:76:af:1c:68,-77;04:d4:c4:36:9e:78,-79",,X8A835VGS1A,,,
2025-07-20T22:41:07-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T22:41:19-05:00,,,,-76,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T22:41:44-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-20T22:41:45-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,-1,,
2025-07-20T23:41:03-05:00,22.0039,47.7287,4.0145,,,21.9,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T23:41:07-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-20T23:41:18-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-21T00:41:04-05:00,22.2309,49.6284,4.0145,,,75.75,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T00:41:08-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T00:41:21-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-07-21T00:41:22-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-21T01:41:04-05:00,21.809,50.1564,4.0145,,,9.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T01:41:09-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T01:41:23-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-07-21T01:41:24-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-21T02:41:04-05:00,21.2001,52.8756,4.0145,,,10.2,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T02:41:07-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-47;98:35:ed:24:44:77,-57;98:35:ed:1e:e6:6d,-71;40:b0:76:af:1c:68,-75;d4:5d:64:ea:85:20,-75",,X8A835VGS1A,,,
2025-07-21T02:41:08-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T02:41:11-05:00,,,,-51,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T03:41:05-05:00,21.0853,48.8426,4.0145,,,9.6,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T03:41:09-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T03:41:20-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-07-21T03:41:21-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-21T04:41:05-05:00,21.7102,48.5618,4.0108,,,286.5,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T04:41:10-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T04:41:23-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-07-21T04:41:24-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-21T05:41:05-05:00,22.0333,50.7179,4.0145,,,323.1,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T05:41:10-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T05:41:23-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-21T06:41:06-05:00,21.8223,52.7092,4.0145,,,287.25,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T06:41:08-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-55;98:35:ed:24:44:77,-59;d4:5d:64:ea:85:20,-69;58:9b:f9:58:cd:50,-72;40:b0:76:af:1c:68,-73",,X8A835VGS1A,,,
2025-07-21T06:41:10-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T06:41:12-05:00,,,,-61,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T06:41:15-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-21T06:41:16-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,503,,
2025-07-21T07:41:06-05:00,21.7235,52.842,4.0145,,,246.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T07:41:11-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T07:41:22-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-21T08:41:06-05:00,21.8784,47.0481,4.0108,,,93,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T08:41:10-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T08:41:24-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-21T09:41:06-05:00,21.6648,48.0507,4.0108,,,306.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T09:41:09-05:00,,,,,,,,,,,,,,,,,,,,"98:35:ed:24:44:77,-59;04:d4:c4:36:a9:c0,-60;40:b0:76:af:1c:68,-71;d4:5d:64:ea:85:20,-74;98:35:ed:1e:e6:6d,-79",,X8A835VGS1A,,,
2025-07-21T09:41:10-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T09:41:19-05:00,,,,-67,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T10:41:06-05:00,21.9772,48.1422,4.0108,,,141.15,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T10:41:11-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T10:41:22-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-21T11:41:06-05:00,22.1321,48.1865,4.0108,,,153.75,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T11:41:11-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T11:41:24-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-21T12:41:07-05:00,22.0039,50.4433,4.0145,,,179.7,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T12:41:11-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T12:41:24-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-07-21T12:41:25-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-21T13:41:08-05:00,21.9478,49.5888,4.0108,,,177.75,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T13:41:12-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T13:41:26-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-21T14:41:09-05:00,21.566,50.1228,4.0108,,,122.55,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T14:41:11-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-51;98:35:ed:24:44:77,-70;d4:5d:64:ea:85:20,-75;c6:17:3b:92:d7:0f,-75;98:35:ed:1e:e6:6d,-77",,X8A835VGS1A,,,
2025-07-21T14:41:13-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T14:41:26-05:00,,,,-71,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T15:41:09-05:00,21.6381,50.0496,4.0108,,,91.8,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T15:41:13-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T15:41:25-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-21T16:41:09-05:00,21.4111,50.3944,4.0108,,,86.85,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T16:41:14-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T16:41:27-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-21T17:41:10-05:00,21.4538,50.0954,4.0108,,,295.95,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T17:41:14-05:00,,,,,,,,,101.6,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T17:41:27-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-07-21T17:41:28-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-21T18:41:10-05:00,21.2722,48.5863,4.0108,,,297.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T18:41:14-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T18:41:28-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-21T19:41:11-05:00,21.3283,48.6915,4.0108,,,294.3,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T19:41:14-05:00,,,,,,,,,,,,,,,,,,,,"04:d4:c4:36:a9:c0,-51;98:35:ed:24:44:77,-62;d4:5d:64:ea:85:20,-72;40:b0:76:af:1c:68,-78;98:35:ed:1e:e6:6d,-85",,X8A835VGS1A,,,
2025-07-21T19:41:15-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T19:41:21-05:00,,,,-72,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T20:41:11-05:00,21.0292,48.603,4.0108,,,296.85,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T20:41:16-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T20:41:26-05:00,,,,-79,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T21:41:11-05:00,20.9731,57.2198,4.0071,,,307.35,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T21:41:16-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T21:41:25-05:00,,,,-75,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T22:41:12-05:00,20.8904,49.3172,4.0071,,,269.7,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T22:41:16-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T22:41:27-05:00,,,,-77,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T23:41:12-05:00,21.7529,63.537,4.0108,,,301.8,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T23:41:16-05:00,,,,,,,,,101.9,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-21T23:41:17-05:00,,,,-53,,,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-22T00:41:12-05:00,21.3123,61.7914,4.0071,,,265.65,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-22T00:41:16-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-22T00:41:28-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-22T01:41:13-05:00,20.7061,54.7112,4.0071,,,18.75,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-22T01:41:17-05:00,,,,,,,,,101.8,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-22T01:41:30-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,502,,
2025-07-22T01:41:31-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
2025-07-22T02:41:13-05:00,21.2428,50.5409,4.0071,,,22.35,,,,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-22T02:41:17-05:00,,,,,,,,,101.7,,,,,,,,,,,,,X8A835VGS1A,,,
2025-07-22T02:41:31-05:00,,,,,,,,,,,,,,,,,,,,,,X8A835VGS1A,507,,
