created_at,"field1(Temperature ºC )",field2(Humidity),field3(Voltage),"field4(WIFI RSSI)","field5(GSM RSSI)",field6(Light),"field7(RS485 Temperature ºC )","field8(RS485 Humidity)","field9(RS485 Soil Temperature)","field10(RS485 Soil Moisture)","field11(External Light)","field12(PT100 Temperature)","field13(Wind Speed)","field14(Carbon Dioxide)","field15(RS485 Atmospheric Pressure)",status,lat,long,elev,wifi,cell,serial,log,wifi_loc,cell_loc
2025-04-20T04:51:57-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T04:52:16-05:00,24.7303,56.8215,,,,6.15,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T04:52:18-05:00,,,,,,,,,,,,,,,,,,,,"a4:be:2c:5f:dd:56,-51;88:66:39:41:54:cf,-54;4c:ed:fb:7a:67:20,-56;a4:be:2c:48:99:87,-62;4c:ed:fb:7a:97:20,-65",,TTQ1F13GS1A,,,
2025-04-20T04:52:20-05:00,,,,-55,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T05:51:57-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T05:52:17-05:00,24.7036,58.9944,,,,17.55,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T05:52:19-05:00,,,,-50,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T06:51:58-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T06:52:17-05:00,24.8024,61.5259,,,,231.9,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T06:52:21-05:00,,,,-52,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T07:51:58-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T07:52:17-05:00,24.6902,60.9262,,,,235.65,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T07:52:19-05:00,,,,-53,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T08:51:59-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T08:52:17-05:00,24.773,60.8026,,,,239.1,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T08:52:28-05:00,,,,-59,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T09:51:59-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T09:52:17-05:00,24.9146,61.1154,,,,246.15,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T09:52:22-05:00,,,,-56,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T10:52:00-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T10:52:17-05:00,25.016,60.0931,,,,245.1,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T10:52:19-05:00,,,,-52,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T11:52:00-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T11:52:18-05:00,24.9012,60.1175,,,,236.1,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T11:52:20-05:00,,,,-51,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T12:52:00-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T12:52:18-05:00,24.9706,63.2929,,,,238.95,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T12:52:21-05:00,,,,-60,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T13:52:00-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T13:52:19-05:00,24.9146,58.024,,,,238.95,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T13:52:22-05:00,,,,-60,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T14:52:00-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T14:52:19-05:00,25.3391,59.0494,,,,237.3,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T14:52:22-05:00,,,,-50,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T15:52:00-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T15:52:19-05:00,25.3952,62.9541,,,,242.1,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T15:52:22-05:00,,,,-61,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T16:52:01-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T16:52:19-05:00,25.5795,64.332,,,,229.35,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T16:52:23-05:00,,,,-63,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T17:52:02-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T17:52:19-05:00,25.5795,67.2679,,,,229.35,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T17:52:21-05:00,,,,-56,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T18:52:03-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T18:52:19-05:00,25.7343,67.4083,,,,241.05,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T18:52:22-05:00,,,,-53,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T19:52:03-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T19:52:20-05:00,26.2417,68.6183,,,,253.65,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T19:52:22-05:00,,,,-50,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T20:52:03-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T20:52:21-05:00,25.9319,63.1418,,,,256.8,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T20:52:23-05:00,,,,-58,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T21:52:03-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T21:52:21-05:00,25.9453,62.2171,,,,255.6,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T21:52:23-05:00,,,,-55,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T22:52:03-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T22:52:21-05:00,25.9586,59.8337,,,,238.5,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T22:52:24-05:00,,,,-61,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T23:52:03-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T23:52:22-05:00,25.494,59.028,,,,211.8,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-20T23:52:28-05:00,,,,-54,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T00:52:04-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T00:52:23-05:00,25.2964,58.5565,,,,214.05,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T00:52:26-05:00,,,,-57,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T01:52:05-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T01:52:23-05:00,25.1549,58.5565,,,,1.65,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T01:52:26-05:00,,,,-50,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T02:52:05-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T02:52:23-05:00,25.1282,57.438,,,,5.85,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T02:52:28-05:00,,,,-52,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T02:52:38-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,503,,
2025-04-21T02:52:39-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-04-21T03:52:05-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T03:52:23-05:00,24.9413,56.5103,,,,4.95,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T03:52:26-05:00,,,,-52,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T04:52:05-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T04:52:24-05:00,24.8158,55.0118,,,,5.4,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T04:52:27-05:00,,,,-54,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T05:52:05-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T05:52:25-05:00,24.773,56.1395,,,,35.1,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T05:52:28-05:00,,,,-58,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T06:52:05-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T06:52:25-05:00,24.8852,56.1715,,,,23.25,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T06:52:27-05:00,,,,-49,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T07:52:06-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T07:52:25-05:00,24.984,58.2177,,,,41.7,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T07:52:27-05:00,,,,-52,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T08:52:06-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T08:52:25-05:00,25.0721,61.8936,,,,42.75,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T08:52:30-05:00,,,,-64,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T09:52:06-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T09:52:27-05:00,25.1415,61.1688,,,,44.1,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T09:52:31-05:00,,,,-65,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T10:52:06-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T10:52:28-05:00,25.1415,60.7935,,,,43.8,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T10:52:30-05:00,,,,-52,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T11:52:06-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T11:52:28-05:00,25.211,61.5549,,,,43.65,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T11:52:38-05:00,,,,-66,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T12:52:07-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T12:52:28-05:00,25.1842,63.0869,,,,42.15,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T12:52:44-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-04-21T13:52:08-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T13:52:28-05:00,25.1976,63.8102,,,,42.9,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T13:52:31-05:00,,,,,,,,,,,,,,,,,,,,"a4:be:2c:60:26:9e,-50;a4:be:2c:48:99:87,-57;88:66:39:41:54:cf,-57;a4:be:2c:5f:dd:56,-58;4c:ed:fb:7a:67:20,-60",,TTQ1F13GS1A,,,
2025-04-21T13:52:32-05:00,,,,-57,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T14:52:09-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T14:52:28-05:00,25.3525,64.6021,,,,43.2,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T14:52:31-05:00,,,,-62,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T15:52:10-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T15:52:28-05:00,25.2831,65.1118,,,,39.15,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T15:52:37-05:00,,,,-66,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T16:52:11-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T16:52:28-05:00,25.3525,66.6316,,,,38.85,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T16:52:35-05:00,,,,-57,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T17:52:11-05:00,,,3.9368,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T17:52:28-05:00,25.227,62.7726,,,,39.45,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T17:52:32-05:00,,,,-66,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T18:52:11-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T18:52:28-05:00,25.2403,64.5991,,,,37.95,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T18:52:33-05:00,,,,-57,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T19:52:11-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T19:52:29-05:00,25.211,63.6286,,,,25.95,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T19:52:32-05:00,,,,-62,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T20:52:11-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T20:52:29-05:00,25.1415,62.6932,,,,30.45,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T20:52:32-05:00,,,,-52,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T21:52:11-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T21:52:30-05:00,25.211,63.769,,,,25.65,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T21:52:33-05:00,,,,-60,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T21:52:47-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-04-21T22:52:12-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T22:52:30-05:00,25.3231,63.1342,,,,28.5,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T22:52:33-05:00,,,,-51,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T23:52:12-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T23:52:31-05:00,25.227,62.5147,,,,24.9,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-21T23:52:37-05:00,,,,-53,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T00:52:12-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T00:52:31-05:00,25.1549,63.0472,,,,42.15,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T00:52:35-05:00,,,,-62,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T01:52:13-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T01:52:31-05:00,24.9413,60.2945,,,,19.95,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T01:52:37-05:00,,,,-60,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T02:52:14-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T02:52:31-05:00,24.9706,60.7813,,,,19.2,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T02:52:35-05:00,,,,-54,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T03:52:15-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T03:52:31-05:00,24.8451,60.1205,,,,1.65,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T03:52:36-05:00,,,,-63,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T04:52:16-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T04:52:31-05:00,24.6902,60.7752,,,,0,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T04:52:36-05:00,,,,-60,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T05:52:16-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T05:52:31-05:00,24.6048,60.7065,,,,7.8,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T05:52:34-05:00,,,,-52,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T06:52:16-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T06:52:31-05:00,24.5354,60.4273,,,,23.7,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T06:52:35-05:00,,,,-57,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T07:52:16-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T07:52:31-05:00,24.6181,62.388,,,,25.2,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T07:52:35-05:00,,,,-58,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T08:52:17-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T08:52:31-05:00,24.5487,62.0356,,,,24.3,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T08:52:35-05:00,,,,-53,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T08:52:45-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-04-22T09:52:17-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T09:52:32-05:00,24.7303,64.8219,,,,239.85,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T09:52:36-05:00,,,,-64,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T10:52:17-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T10:52:32-05:00,24.6609,60.0305,,,,24.45,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T10:52:39-05:00,,,,-56,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T11:52:18-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T11:52:32-05:00,24.7597,60.6699,,,,24.9,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T11:52:47-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,502,,
2025-04-22T11:52:48-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-04-22T12:52:19-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T12:52:32-05:00,24.8585,58.9075,,,,24.75,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T12:52:34-05:00,,,,,,,,,,,,,,,,,,,,"a4:be:2c:48:99:87,-58;4c:ed:fb:7a:67:20,-58;4c:ed:fb:7a:97:20,-59;88:66:39:41:54:cf,-60;68:e2:09:8b:88:88,-61",,TTQ1F13GS1A,,,
2025-04-22T12:52:38-05:00,,,,-57,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T13:52:19-05:00,,,3.9331,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T13:52:33-05:00,25.0294,56.6049,,,,24.9,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T13:52:35-05:00,,,,-59,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T14:52:19-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T14:52:33-05:00,24.9706,58.0789,,,,23.55,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T14:52:36-05:00,,,,-60,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T14:52:49-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,503,,
2025-04-22T14:52:50-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-04-22T15:52:19-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T15:52:33-05:00,25.0561,64.4785,,,,22.5,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T15:52:37-05:00,,,,-58,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T15:52:47-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-04-22T16:52:19-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T16:52:34-05:00,25.0721,66.5843,,,,243.75,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T16:52:36-05:00,,,,-57,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T16:52:50-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-04-22T17:52:19-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T17:52:34-05:00,25.2964,66.3188,,,,244.65,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T17:52:37-05:00,,,,-55,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T18:52:20-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T18:52:34-05:00,25.227,66.6911,,,,239.25,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T18:52:37-05:00,,,,-71,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T18:52:47-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-04-22T18:52:48-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,-1,,
2025-04-22T19:52:21-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T19:52:34-05:00,25.3098,67.245,,,,227.4,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T19:52:38-05:00,,,,-56,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T20:52:21-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T20:52:34-05:00,25.3658,65.948,,,,233.7,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T20:52:38-05:00,,,,-54,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T21:52:21-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T21:52:34-05:00,25.1842,64.2237,,,,7.8,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T21:52:38-05:00,,,,-59,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T22:52:21-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T22:52:34-05:00,25.5501,66.6499,,,,228.45,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T22:52:38-05:00,,,,-59,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T23:52:21-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T23:52:35-05:00,25.5795,66.6773,,,,230.7,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-22T23:52:39-05:00,,,,-60,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-23T00:52:21-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-23T00:52:35-05:00,25.227,64.1138,,,,230.4,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-23T00:52:38-05:00,,,,-47,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-23T01:52:21-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-23T01:52:35-05:00,25.1415,64.3778,,,,225,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-23T01:52:51-05:00,,,,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,507,,
2025-04-23T02:52:21-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-23T02:52:37-05:00,25.7904,70.9804,,,,230.1,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-23T02:52:39-05:00,,,,,,,,,,,,,,,,,,,,"a4:be:2c:60:26:9e,-50;a4:be:2c:48:99:87,-57;88:66:39:5e:df:51,-58;a4:be:2c:5f:dd:56,-58;4c:ed:fb:7a:67:20,-60",,TTQ1F13GS1A,501,,
2025-04-23T02:52:43-05:00,,,,-54,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-23T03:52:21-05:00,,,3.9294,,,,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
2025-04-23T03:52:37-05:00,25.3525,66.1051,,,,233.55,,,,,,,,,,,,,,,,TTQ1F13GS1A,,,
